"Product Name","Category","Sub-Category","total_revenue","total_profit","profit_margin_pct","total_units_sold"
"Model L Table or Wall-Mount Pencil Sharpener","Office Supplies","Art","403","92","22.86","24"
"Harbour Creations File Folder Labels  5000 Label Set","Office Supplies","Labels","384","91","23.64","54"
"RCA ViSYS 25825 Wireless digital phone","Technology","Phones","728","91","12.50","7"
"Boston Pens  Water Color","Office Supplies","Art","1201","91","7.60","82"
"12-1/2 Diameter Round Wall Clock","Furniture","Furnishings","551","91","16.52","36"
"Advantus Rolling Storage Box","Office Supplies","Storage","429","91","21.16","27"
"3M Office Air Cleaner","Office Supplies","Appliances","260","91","35.00","10"
"Kleencut Ruler  High Speed","Office Supplies","Supplies","684","91","13.27","62"
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  25/Pack","Technology","Accessories","248","91","36.67","12"
"Premium Transparent Presentation Covers  No Pattern/Clear  8 1/2 x 11","Office Supplies","Binders","698","91","13.00","29"
"Microsoft Arc Touch Mouse","Technology","Accessories","360","91","25.33","7"
"Mobile Personal File Cube","Office Supplies","Storage","450","91","20.16","21"
"DMI Eclipse Executive Suite Bookcases","Furniture","Bookcases","11047","90","0.82","27"
"AT&T SB67148 SynJ","Technology","Phones","475","90","18.89","8"
"Avery Legal 4-Ring Binder","Office Supplies","Binders","258","90","34.96","16"
"Xerox 214","Office Supplies","Paper","215","90","42.05","37"
"Xerox 1982","Office Supplies","Paper","238","90","37.69","12"
"Avery 3-Hole Punch  Clear","Office Supplies","Binders","3007","90","3.00","127"
"Clear Mylar Reinforcing Strips","Office Supplies","Binders","378","90","23.91","29"
"Xerox 209","Office Supplies","Paper","188","90","48.00","29"
"Belkin 8 Outlet SurgeMaster II Gold Surge Protector","Office Supplies","Appliances","738","90","12.20","15"
"Motorola Headset  Cordless","Technology","Phones","4049","90","2.22","69"
"Chromcraft Conference Table  Adjustable Height","Furniture","Tables","4520","90","2.00","10"
"Avery Legal Exhibit Labels  Adjustable","Office Supplies","Labels","587","90","15.41","79"
"Konica Calculator  Durable","Technology","Machines","772","90","11.70","18"
"Logitech Wireless Anywhere Mouse MX for PC and Mac","Technology","Accessories","552","90","16.30","11"
"Hoover Coffee Grinder  Red","Office Supplies","Appliances","2534","89","3.50","49"
"Xerox 1931","Office Supplies","Paper","210","89","42.22","36"
"Fellowes Folders  Wire Frame","Office Supplies","Storage","1607","88","5.45","79"
"Deluxe Heavy-Duty Vinyl Round Ring Binder","Office Supplies","Binders","504","88","17.50","33"
"Executive Impressions 13 Clairmont Wall Clock","Furniture","Furnishings","315","88","28.05","20"
"Holmes Replacement Filter for HEPA Air Cleaner  Medium Room","Office Supplies","Appliances","204","88","43.00","18"
"Executive Impressions 10 Spectator Wall Clock","Furniture","Furnishings","259","88","34.00","22"
"Sanford Pens  Blue","Office Supplies","Art","982","88","8.91","116"
"Enermax Parchment Paper  Multicolor","Office Supplies","Paper","797","88","11.11","59"
"Jensen SMPS-640 - speaker phone","Technology","Phones","497","88","17.78","12"
"Maxell 4.7GB DVD+RW 3/Pack","Technology","Accessories","264","88","33.43","17"
"Novimex Color Coded Labels  Adjustable","Office Supplies","Labels","489","88","17.90","57"
"Quality Park Security Envelopes","Office Supplies","Envelopes","241","88","36.63","11"
"Wirebound Message Book  4 per Page","Office Supplies","Paper","185","88","47.50","35"
"Cisco SPA112 2 Port Phone Adapter","Technology","Phones","517","87","16.91","11"
"Holmes 99% HEPA Air Purifier","Office Supplies","Appliances","334","87","26.04","17"
"Advantus Rubber Bands  Metal","Office Supplies","Fasteners","833","87","10.47","68"
"Ibico Binder Covers  Clear","Office Supplies","Binders","1722","87","5.05","156"
"Avery Arch Ring Binders","Office Supplies","Binders","1319","87","6.61","40"
"Lesro Computer Table  with Bottom Storage","Furniture","Tables","3272","86","2.63","10"
"Xerox 225","Office Supplies","Paper","197","86","43.55","33"
"Fiskars Softgrip Scissors","Office Supplies","Supplies","307","86","28.00","28"
"SimpliFile Personal File  Black Granite  15w x 6-15/16d x 11-1/4h","Office Supplies","Storage","347","86","24.71","32"
"Acme Shears  Steel","Office Supplies","Supplies","1272","85","6.67","37"
"Avery Trapezoid Ring Binder  3 Capacity  Black  1040 sheets","Office Supplies","Binders","545","85","15.64","22"
"Micro Innovations USB RF Wireless Keyboard with Mouse","Technology","Accessories","440","85","19.20","18"
"Ames Manila Envelope  Set of 50","Office Supplies","Envelopes","1027","85","8.26","48"
"DAX Two-Tone Silver Metal Document Frame","Furniture","Furnishings","235","85","36.12","13"
"Plastic Binding Combs","Office Supplies","Binders","270","85","31.52","23"
"SanDisk Memory Card  Erganomic","Technology","Accessories","5652","84","1.48","60"
"Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)","Technology","Phones","7140","84","1.18","28"
"Nokia Lumia 521 (T-Mobile)","Technology","Phones","516","84","16.28","20"
"Cisco 8x8 Inc. 6753i IP Business Phone System","Technology","Phones","2646","84","3.16","26"
"Hon Color Coded Labels  5000 Label Set","Office Supplies","Labels","491","83","16.89","44"
"Xerox 1895","Office Supplies","Paper","191","83","43.28","33"
"Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors","Office Supplies","Appliances","278","83","30.00","4"
"Smead Box  Blue","Office Supplies","Storage","904","83","9.20","103"
"Laser & Ink Jet Business Envelopes","Office Supplies","Envelopes","198","83","41.94","20"
"Ibico Binder  Durable","Office Supplies","Binders","1610","83","5.17","110"
"Acco Six-Outlet Power Strip  4 Cord Length","Office Supplies","Appliances","343","82","23.77","41"
"Avery Color Coded Labels  Laser Printer Compatible","Office Supplies","Labels","1062","82","7.70","96"
"Xerox 1996","Office Supplies","Paper","176","82","46.47","28"
"Dana Fluorescent Magnifying Lamp  White  36","Furniture","Furnishings","581","82","14.04","14"
"Southworth 25% Cotton Antique Laid Paper & Envelopes","Office Supplies","Paper","200","81","40.42","26"
"Harbour Creations Shipping Labels  Alphabetical","Office Supplies","Labels","358","81","22.49","39"
"Inter-Office Recycled Envelopes  Brown Kraft  Button-String 10 x 13   100/Box","Office Supplies","Envelopes","198","81","41.11","10"
"Harbour Creations Legal Exhibit Labels  Laser Printer Compatible","Office Supplies","Labels","847","81","9.54","107"
"Avery 490","Office Supplies","Labels","178","81","45.83","13"
"Smead Round Labels  Laser Printer Compatible","Office Supplies","Labels","441","81","18.34","75"
"Fiskars Ruler  Easy Grip","Office Supplies","Supplies","595","81","13.59","43"
"Harbour Creations Removable Labels  Laser Printer Compatible","Office Supplies","Labels","473","81","17.08","60"
"Padded Folding Chairs  Black  4/Carton","Furniture","Chairs","1830","81","4.42","30"
"SanDisk Message Books  Premium","Office Supplies","Paper","1526","81","5.33","79"
"Nu-Dell Leatherette Frames","Furniture","Furnishings","247","81","33.02","18"
"Advantus Clamps  12 Pack","Office Supplies","Fasteners","846","80","9.51","55"
"Avaya 4621SW VoIP phone","Technology","Phones","710","80","11.25","12"
"Advantus Light Bulb  Durable","Furniture","Furnishings","972","80","8.25","73"
"Standard Line While You Were Out Hardbound Telephone Message Book","Office Supplies","Paper","211","80","38.13","11"
"APC 7 Outlet Network SurgeArrest Surge Protector","Office Supplies","Appliances","1207","80","6.67","20"
"Cameo Manila Envelope  Set of 50","Office Supplies","Envelopes","1647","80","4.87","78"
"Green Bar Computer Printout Paper  Recycled","Office Supplies","Paper","942","80","8.51","38"
"Advantus Staples  Bulk Pack","Office Supplies","Fasteners","534","80","15.05","67"
"Cardinal Hole Reinforcements  Durable","Office Supplies","Binders","533","79","14.79","92"
"Advantus Clamps  Metal","Office Supplies","Fasteners","669","79","11.77","46"
"KitchenAid Stove  White","Office Supplies","Appliances","7558","79","1.05","17"
"Binney & Smith Pencil Sharpener  Fluorescent","Office Supplies","Art","1978","79","3.97","87"
"Xerox 1894","Office Supplies","Paper","170","79","46.41","27"
"Belkin SportFit Armband For iPhone 5s/5c  Fuchsia","Technology","Phones","240","79","33.06","21"
"Xerox 1892","Office Supplies","Paper","178","79","44.57","5"
"SAFCO Rocking Chair  Black","Furniture","Chairs","8862","79","0.89","88"
"Novimex File Folder Labels  Alphabetical","Office Supplies","Labels","448","79","17.58","70"
"Sterilite Officeware Hinged File Box","Office Supplies","Storage","346","78","22.58","35"
"Fellowes Stor/Drawer Steel Plus Storage Drawers","Office Supplies","Storage","3397","78","2.30","37"
"Logitech G105 Gaming Keyboard","Technology","Accessories","760","78","10.31","14"
"Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp","Furniture","Furnishings","169","78","46.35","13"
"Speediset Carbonless Redi-Letter 7 x 8 1/2","Office Supplies","Paper","181","78","42.78","19"
"Xerox 1997","Office Supplies","Paper","179","78","43.48","30"
"SANFORD Major Accent Highlighters","Office Supplies","Art","210","78","37.16","30"
"Jiffy Interoffice Envelope  Security-Tint","Office Supplies","Envelopes","1300","77","5.94","38"
"XtraLife ClearVue Slant-D Ring Binder  White  3","Office Supplies","Binders","386","77","19.92","39"
"Xerox 202","Office Supplies","Paper","171","77","44.85","28"
"Novimex Legal Exhibit Labels  Alphabetical","Office Supplies","Labels","417","77","18.35","51"
"Global Deluxe Stacking Chair  Gray","Furniture","Chairs","765","77","10.07","19"
"BlueLounge Milo Smartphone Stand  White/Metallic","Technology","Phones","336","77","22.86","12"
"Eldon Simplefile Box Office","Office Supplies","Storage","346","77","22.30","30"
"Safco Corner Shelving  Metal","Furniture","Bookcases","6322","76","1.20","58"
"Xerox 1918","Office Supplies","Paper","155","76","49.00","4"
"Deluxe Chalkboard Eraser Cleaner","Office Supplies","Art","182","76","41.90","17"
"Panasonic KX T7731-B Digital phone","Technology","Phones","660","76","11.52","8"
"Harbour Creations Round Labels  Alphabetical","Office Supplies","Labels","397","76","19.11","77"
"Smead Box  Single Width","Office Supplies","Storage","854","75","8.74","105"
"Avery Color Coded Labels  Adjustable","Office Supplies","Labels","491","75","15.25","55"
"Avery 503","Office Supplies","Labels","155","75","48.00","15"
"Ultra Door Pull Handle","Furniture","Furnishings","265","75","28.21","27"
"Panasonic KX-TG6844B Expandable Digital Cordless Telephone","Technology","Phones","1135","75","6.63","22"
"3M Polarizing Light Filter Sleeves","Furniture","Furnishings","216","75","34.83","14"
"Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection","Office Supplies","Appliances","1244","75","6.03","27"
"Avery 486","Office Supplies","Labels","168","75","44.70","24"
"Xerox 1968","Office Supplies","Paper","166","75","45.48","26"
"OIC Clamps  12 Pack","Office Supplies","Fasteners","889","75","8.40","61"
"Security-Tint Envelopes","Office Supplies","Envelopes","163","74","45.19","23"
"Hon Legal Exhibit Labels  Adjustable","Office Supplies","Labels","456","74","16.32","59"
"Cardinal Hole Reinforcements  Economy","Office Supplies","Binders","447","74","16.59","112"
"Kleencut Scissors  Serrated","Office Supplies","Supplies","1289","74","5.73","77"
"DAX Two-Tone Rosewood/Black Document Frame  Desktop  5 x 7","Furniture","Furnishings","216","74","34.21","25"
"Bush Westfield Collection Bookcases  Fully Assembled","Furniture","Bookcases","1473","74","5.00","18"
"Acco PRESSTEX Data Binder with Storage Hooks  Dark Blue  14 7/8 X 11","Office Supplies","Binders","175","74","42.12","37"
"Xerox 1978","Office Supplies","Paper","175","74","42.58","34"
"White GlueTop Scratch Pads","Office Supplies","Paper","186","73","39.03","14"
"Cuisinart Toaster  Red","Office Supplies","Appliances","1050","73","6.97","27"
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers  5 1/4X8 1/2  200/Messages","Office Supplies","Paper","173","73","42.11","32"
"Maxell 74 Minute CDR  10/Pack","Technology","Accessories","233","73","31.18","26"
"Electrix Fluorescent Magnifier Lamps & Weighted Base","Furniture","Furnishings","464","73","15.74","11"
"Avery 489","Office Supplies","Labels","159","73","45.97","16"
"Hon Deluxe Fabric Upholstered Stacking Chairs  Squared Back","Furniture","Chairs","1269","73","5.77","7"
"Newell 324","Office Supplies","Art","263","72","27.37","23"
"Rogers Box  Wire Frame","Office Supplies","Storage","2004","72","3.58","109"
"Novimex Legal Exhibit Labels  5000 Label Set","Office Supplies","Labels","543","72","13.17","65"
"Harbour Creations Round Labels  Laser Printer Compatible","Office Supplies","Labels","378","72","19.14","63"
"Acme Box Cutter Scissors","Office Supplies","Supplies","307","72","23.53","31"
"Hon Round Labels  Alphabetical","Office Supplies","Labels","310","72","23.16","55"
"Cuisinart Toaster  Black","Office Supplies","Appliances","559","72","12.80","13"
"Deflect-o DuraMat Lighweight  Studded  Beveled Mat for Low Pile Carpeting","Furniture","Furnishings","674","72","10.70","17"
"Fellowes Binding Cases","Office Supplies","Binders","271","72","26.51","31"
"Accos Paper Clips  Bulk Pack","Office Supplies","Fasteners","554","72","13.07","49"
"Executive Impressions 13 Chairman Wall Clock","Furniture","Furnishings","254","72","28.50","11"
"Hon Legal Exhibit Labels  5000 Label Set","Office Supplies","Labels","663","71","10.70","70"
"Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)","Office Supplies","Paper","156","71","45.83","25"
"Seth Thomas 13 1/2 Wall Clock","Furniture","Furnishings","316","71","22.47","20"
"Xerox 195","Office Supplies","Paper","164","71","42.93","27"
"Chromcraft Computer Table  with Bottom Storage","Furniture","Tables","13829","70","0.51","43"
"Boston Home & Office Model 2000 Electric Pencil Sharpeners","Office Supplies","Art","298","70","23.65","13"
"Logitech Illuminated Ultrathin Keyboard with Backlighting","Technology","Accessories","171","70","41.00","3"
"Boston 16801 Nautilus Battery Pencil Sharpener","Office Supplies","Art","445","70","15.74","23"
"GE DSL Phone Line Filter","Technology","Phones","496","70","14.11","15"
"Xerox 1973","Office Supplies","Paper","169","70","41.62","8"
"Avery 499","Office Supplies","Labels","176","69","38.98","40"
"Career Cubicle Clock  8 1/4  Black","Furniture","Furnishings","195","69","35.42","10"
"Xerox 205","Office Supplies","Paper","150","69","46.21","24"
"Novimex Chairmat  Adjustable","Furniture","Chairs","3645","69","1.89","93"
"Xerox 1905","Office Supplies","Paper","146","69","47.08","23"
"Clarity 53712","Technology","Phones","752","69","9.12","14"
"GlobeWeis Business Envelopes  with clear poly window","Office Supplies","Envelopes","559","69","12.40","34"
"Tenex Light Bulb  Duo Pack","Furniture","Furnishings","861","69","7.97","55"
"Acme Forged Steel Scissors with Black Enamel Handles","Office Supplies","Supplies","279","68","24.27","32"
"Ames Interoffice Envelope  Set of 50","Office Supplies","Envelopes","1256","68","5.38","52"
"Panasonic KP-4ABK Battery-Operated Pencil Sharpener","Office Supplies","Art","234","68","29.00","16"
"Xerox 192","Office Supplies","Paper","143","68","48.00","22"
"X-Rack File for Hanging Folders","Office Supplies","Storage","318","68","21.28","30"
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters  4/Pack","Office Supplies","Art","220","68","31.11","31"
"Harbour Creations Shipping Labels  Laser Printer Compatible","Office Supplies","Labels","394","68","17.33","51"
"Hand-Finished Solid Wood Document Frame","Furniture","Furnishings","260","68","26.32","8"
"Holmes Odor Grabber","Office Supplies","Appliances","358","68","18.95","30"
"Fellowes Super Stor/Drawer","Office Supplies","Storage","477","68","14.19","18"
"Xerox 1993","Office Supplies","Paper","148","68","46.32","24"
"Nokia Signal Booster  with Caller ID","Technology","Phones","8165","68","0.83","76"
"DXL Angle-View Binders with Locking Rings by Samsill","Office Supplies","Binders","215","67","31.00","35"
"Acme Letter Opener  High Speed","Office Supplies","Supplies","645","67","10.41","30"
"Stiletto Scissors  Easy Grip","Office Supplies","Supplies","1434","67","4.69","71"
"Enermax Computer Printout Paper  Recycled","Office Supplies","Paper","1276","67","5.22","53"
"Xerox 1948","Office Supplies","Paper","150","67","45.00","15"
"Micropad Numeric Keypads","Technology","Accessories","292","67","22.95","15"
"Canon PC170 Desktop Personal Copier","Technology","Machines","576","67","11.67","6"
"Xerox 217","Office Supplies","Paper","152","67","44.44","25"
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  3/Pack","Technology","Accessories","185","67","36.36","30"
"Memorex Flash Drive  Erganomic","Technology","Accessories","1122","67","5.98","61"
"Fellowes Mighty 8 Compact Surge Protector","Office Supplies","Appliances","345","67","19.53","19"
"Southworth 25% Cotton Linen-Finish Paper & Envelopes","Office Supplies","Paper","167","67","40.22","20"
"Stockwell Paper Clips  Metal","Office Supplies","Fasteners","1131","66","5.85","107"
"Belkin F8E887 USB Wired Ergonomic Keyboard","Technology","Accessories","564","66","11.76","21"
"Deflect-O Light Bulb  Durable","Furniture","Furnishings","360","66","18.45","30"
"Tenex Stacking Tray  Black","Furniture","Furnishings","1058","66","6.22","55"
"Xerox Computer Printout Paper  8.5 x 11","Office Supplies","Paper","1677","66","3.91","72"
"Smead File Folder Labels  Adjustable","Office Supplies","Labels","439","66","14.98","80"
"Elite Letter Opener  Easy Grip","Office Supplies","Supplies","2249","66","2.94","99"
"Advantus Push Pins  Bulk Pack","Office Supplies","Fasteners","407","66","16.28","36"
"Xerox 1903","Office Supplies","Paper","139","66","47.24","24"
"Kingston Digital DataTraveler 16GB USB 2.0","Technology","Accessories","478","65","13.54","57"
"Southworth 100% Cotton The Best Paper","Office Supplies","Paper","152","65","43.18","15"
"Avery Shipping Labels  Adjustable","Office Supplies","Labels","475","65","13.68","63"
"Astroparche Fine Business Paper","Office Supplies","Paper","145","65","44.96","29"
"Texas Instruments TI-34 Scientific Calculator","Technology","Machines","205","65","31.61","12"
"Logitech B530 USB Headset - headset - Full size  Binaural","Technology","Phones","740","65","8.75","25"
"Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)","Office Supplies","Paper","170","65","38.03","32"
"Magnifier Swing Arm Lamp","Furniture","Furnishings","252","65","26.00","12"
"#10- 4 1/8 x 9 1/2 Security-Tint Envelopes","Office Supplies","Envelopes","147","65","44.22","21"
"Black Print Carbonless Snap-Off Rapid Letter  8 1/2 x 7","Office Supplies","Paper","160","65","40.63","19"
"Advantus Photo Frame  Durable","Furniture","Furnishings","1892","65","3.42","51"
"Xerox 23","Office Supplies","Paper","141","64","45.14","23"
"#10-4 1/8 x 9 1/2 Premium Diagonal Seam Envelopes","Office Supplies","Envelopes","176","64","36.16","13"
"Self-Adhesive Address Labels for Typewriters by Universal","Office Supplies","Labels","154","64","41.95","23"
"SanDisk Parchment Paper  8.5 x 11","Office Supplies","Paper","702","64","9.18","37"
"Eldon Fold N Roll Cart System","Office Supplies","Storage","302","64","21.11","24"
"Global Leather Task Chair  Black","Furniture","Chairs","1449","64","4.41","19"
"Acco Data Flex Cable Posts For Top & Bottom Load Binders  6 Capacity","Office Supplies","Binders","288","64","22.28","39"
"Harbour Creations Color Coded Labels  5000 Label Set","Office Supplies","Labels","531","64","12.07","48"
"Xerox 203","Office Supplies","Paper","144","63","43.78","24"
"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","Technology","Accessories","208","63","30.19","11"
"Stanley Contemporary Battery Pencil Sharpeners","Office Supplies","Art","294","63","21.45","24"
"Accos Staples  Assorted Sizes","Office Supplies","Fasteners","453","63","13.89","81"
"Tenex File Box  Personal Filing Tote with Lid  Black","Office Supplies","Storage","338","63","18.53","24"
"Conquest 14 Commercial Heavy-Duty Upright Vacuum  Collection System  Accessory Kit","Office Supplies","Appliances","547","62","11.25","12"
"Hon Legal Exhibit Labels  Laser Printer Compatible","Office Supplies","Labels","665","62","9.38","72"
"Tenex Box  Blue","Office Supplies","Storage","1494","62","4.15","113"
"Ames Interoffice Envelope  Recycled","Office Supplies","Envelopes","1554","62","4.00","47"
"Green Bar Cards & Envelopes  Multicolor","Office Supplies","Paper","4306","62","1.43","110"
"Xerox 1977","Office Supplies","Paper","131","61","46.94","20"
"Avery File Folder Labels  Laser Printer Compatible","Office Supplies","Labels","202","61","30.31","30"
"Novimex File Folder Labels  Adjustable","Office Supplies","Labels","284","61","21.64","61"
"DAX Black Cherry Wood-Tone Poster Frame","Furniture","Furnishings","455","61","13.49","24"
"Xerox 222","Office Supplies","Paper","135","61","45.00","22"
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers  5 1/4X8 1/2  300/Messages","Office Supplies","Paper","133","61","45.84","24"
"Artistic Insta-Plaque","Furniture","Furnishings","157","61","39.00","10"
"Xerox 1936","Office Supplies","Paper","156","61","38.85","9"
"Xerox 220","Office Supplies","Paper","145","61","41.96","25"
"Rogers Folders  Wire Frame","Office Supplies","Storage","2207","61","2.78","92"
"Chromcraft Coffee Table  Adjustable Height","Furniture","Tables","2917","61","2.08","16"
"Xerox 1959","Office Supplies","Paper","134","61","45.40","21"
"Hon Round Labels  Laser Printer Compatible","Office Supplies","Labels","507","61","12.09","112"
"Smead Box  Industrial","Office Supplies","Storage","1036","61","5.86","116"
"Bulldog Vacuum Base Pencil Sharpener","Office Supplies","Art","331","60","18.01","31"
"Desktop 3-Pocket Hot File","Office Supplies","Storage","260","60","22.92","5"
"OIC Rubber Bands  Assorted Sizes","Office Supplies","Fasteners","494","60","12.09","44"
"Its Hot Message Books with Stickers  2 3/4 x 5","Office Supplies","Paper","161","60","36.93","25"
"Hewlett-Packard 300S Scientific Calculator","Technology","Machines","131","60","46.00","10"
"Advantus Staples  Assorted Sizes","Office Supplies","Fasteners","346","60","17.32","50"
"OIC Binder Clips","Office Supplies","Fasteners","128","60","46.93","38"
"Wirebound Service Call Books  5 1/2 x 4","Office Supplies","Paper","126","60","48.00","13"
"GBC Plastic Binding Combs","Office Supplies","Binders","173","60","34.62","30"
"Polycom CX300 Desktop Phone USB VoIP phone","Technology","Phones","1680","60","3.57","15"
"Logitech Keyboard  USB","Technology","Accessories","2950","60","2.02","59"
"Enermax Message Books  8.5 x 11","Office Supplies","Paper","874","60","6.89","55"
"Acco 6 Outlet Guardian Premium Surge Suppressor","Office Supplies","Appliances","432","60","13.97","35"
"Eldon 500 Class Desk Accessories","Furniture","Furnishings","198","60","30.55","17"
"Letter Size File","Office Supplies","Storage","341","60","17.44","10"
"Xerox 1955","Office Supplies","Paper","183","59","32.50","10"
"Xerox 1930","Office Supplies","Paper","139","59","42.80","24"
"Wilson Jones Turn Tabs Binder Tool for Ring Binders","Office Supplies","Binders","212","59","27.59","59"
"Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener","Office Supplies","Art","198","59","30.00","9"
"GBC Binding covers","Office Supplies","Binders","137","59","42.92","11"
"OIC Colored Binder Clips  Assorted Sizes","Office Supplies","Fasteners","140","59","42.46","44"
"Canvas Sectional Post Binders","Office Supplies","Binders","423","59","13.98","28"
"Dixon Ticonderoga Core-Lock Colored Pencils","Office Supplies","Art","230","59","25.56","28"
"Seth Thomas 8 1/2 Cubicle Clock","Furniture","Furnishings","211","59","28.08","11"
"Advantus Thumb Tacks  Bulk Pack","Office Supplies","Fasteners","788","59","7.48","78"
"Recycled Eldon Regeneration Jumbo File","Office Supplies","Storage","236","59","25.00","20"
"Things To Do Today Pad","Office Supplies","Paper","139","59","42.71","26"
"Xerox 1907","Office Supplies","Paper","123","58","47.00","10"
"Xerox Message Books  Recycled","Office Supplies","Paper","832","58","7.00","51"
"HP Standard 104 key PS/2 Keyboard","Technology","Accessories","276","58","21.05","20"
"Fellowes Basic Home/Office Series Surge Protectors","Office Supplies","Appliances","436","58","13.36","41"
"Cisco Small Business SPA 502G VoIP phone","Technology","Phones","882","58","6.63","11"
"Ibico Covers for Plastic or Wire Binding Elements","Office Supplies","Binders","184","58","31.25","20"
"Neat Ideas Personal Hanging Folder Files  Black","Office Supplies","Storage","277","58","20.97","22"
"Kleencut Ruler  Easy Grip","Office Supplies","Supplies","971","58","6.02","69"
"Kraft Clasp Envelope  Recycled","Office Supplies","Envelopes","263","58","21.89","46"
"Eldon 200 Class Desk Accessories  Smoke","Furniture","Furnishings","138","58","42.00","22"
"KeyTronic E03601U1 - Keyboard - Beige","Technology","Accessories","324","58","18.00","18"
"SanDisk Mouse  Bluetooth","Technology","Accessories","1751","58","3.29","62"
"Kraft Peel and Seal  Security-Tint","Office Supplies","Envelopes","1271","57","4.48","65"
"Sony Micro Vault Click 8 GB USB 2.0 Flash Drive","Technology","Accessories","583","57","9.84","13"
"Cisco Headset  VoIP","Technology","Phones","2963","57","1.91","38"
"Xerox 232","Office Supplies","Paper","121","57","46.88","19"
"Xerox 212","Office Supplies","Paper","141","57","40.37","25"
"Elite Scissors  High Speed","Office Supplies","Supplies","629","57","9.01","44"
"Fellowes Superior 10 Outlet Split Surge Protector","Office Supplies","Appliances","868","57","6.58","30"
"Tennsco Lockers  Sand","Office Supplies","Storage","407","56","13.81","22"
"Cameo Clasp Envelope  Set of 50","Office Supplies","Envelopes","405","56","13.91","55"
"Eldon Advantage Chair Mats for Low to Medium Pile Carpets","Furniture","Furnishings","563","56","10.00","13"
"Hon Round Labels  Adjustable","Office Supplies","Labels","251","56","22.20","68"
"Xerox 230","Office Supplies","Paper","127","56","44.29","21"
"Ames Business Envelopes  Security-Tint","Office Supplies","Envelopes","972","56","5.78","82"
"C-Line Magnetic Cubicle Keepers  Clear Polypropylene","Furniture","Furnishings","136","56","41.16","28"
"Acco 3-Hole Punch","Office Supplies","Binders","138","56","40.38","36"
"Advantus Clock  Erganomic","Furniture","Furnishings","1090","56","5.16","26"
"Aluminum Document Frame","Furniture","Furnishings","244","56","23.00","22"
"Ampad Phone Message Book  Recycled  400 Message Capacity  5 ¾ x 11","Office Supplies","Paper","125","56","45.00","20"
"Novimex Shipping Labels  Adjustable","Office Supplies","Labels","577","56","9.69","83"
"Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)","Office Supplies","Paper","129","56","43.33","24"
"NeatDesk Desktop Scanner & Digital Filing System","Technology","Machines","480","56","11.67","2"
"Nu-Dell Float Frame 11 x 14 1/2","Furniture","Furnishings","171","56","32.84","22"
"Smead Legal Exhibit Labels  Adjustable","Office Supplies","Labels","371","56","15.20","53"
"Eldon Image Series Desk Accessories  Ebony","Furniture","Furnishings","180","56","30.96","18"
"Avery 476","Office Supplies","Labels","137","55","39.82","37"
"Belkin Premiere Surge Master II 8-outlet surge protector","Office Supplies","Appliances","952","55","5.82","26"
"Portable Personal File Box","Office Supplies","Storage","225","55","24.62","19"
"Square Credit Card Reader  4 1/2 x 4 1/2 x 1  White","Technology","Phones","198","55","27.73","27"
"Lumber Crayons","Office Supplies","Art","171","55","32.30","19"
"SAFCO PlanMaster Boards  60w x 37-1/2d  White Melamine","Furniture","Tables","2979","55","1.84","26"
"Wilson Jones Hanging View Binder  White  1","Office Supplies","Binders","143","55","38.51","23"
"Leather Task Chair  Black","Furniture","Chairs","1437","55","3.80","19"
"DAX Executive Solid Wood Document Frame  Desktop or Hang  Mahogany  5 x 7","Furniture","Furnishings","196","55","28.08","17"
"Eureka Hand Vacuum  Bagless","Office Supplies","Appliances","198","55","28.00","4"
"Jiffy Mailers  Set of 50","Office Supplies","Envelopes","1100","55","5.02","42"
"Permanent Self-Adhesive File Folder Labels for Typewriters  1 1/8 x 3 1/2  White","Office Supplies","Labels","154","55","35.82","29"
"Wilson Jones Century Plastic Molded Ring Binders","Office Supplies","Binders","584","55","9.47","48"
"Riverleaf Stik-Withit Designer Note Cubes","Office Supplies","Paper","137","55","40.44","15"
"Logitech Wireless Touch Keyboard K400","Technology","Accessories","365","54","14.73","15"
"Strathmore Photo Frame Cards","Office Supplies","Paper","117","54","46.00","16"
"Xerox 1947","Office Supplies","Paper","136","54","39.69","25"
"Eaton Memo Slips  Recycled","Office Supplies","Paper","486","54","11.20","49"
"Message Book  Wirebound  Four 5 1/2 X 4 Forms/Pg.  200 Dupl. Sets/Book","Office Supplies","Paper","152","54","35.54","18"
"4009 Highlighters by Sanford","Office Supplies","Art","171","54","31.44","44"
"Wilson Jones Hole Reinforcements  Clear","Office Supplies","Binders","520","54","10.42","147"
"Smead File Folder Labels  Alphabetical","Office Supplies","Labels","356","54","15.08","46"
